"education","hispanic"
0.545454545454545,0.272727272727273
0.230769230769231,0.846153846153846
0.5,0.5
0.0612244897959184,0.918367346938776
0,0.866666666666667
0.19047619047619,0.666666666666667
0.152941176470588,0.764705882352941
0.111111111111111,0.555555555555556
0.115384615384615,0.730769230769231
0.228260869565217,0.652173913043478
0.5,0.416666666666667
0.6,0.2
0.545454545454545,0.272727272727273
0.105263157894737,0.684210526315789
0.176470588235294,0.705882352941177
0.473684210526316,0.421052631578947
0.533333333333333,0.333333333333333
0.5,0.333333333333333
0.1,0.7
0.3,0.3
0.266666666666667,0.733333333333333
0.545454545454545,0.181818181818182
1,0.5
1,0.125
0.4,0.4
0.461538461538462,0.384615384615385
0.666666666666667,0.222222222222222
0.344827586206897,0.517241379310345
0.52,0.4
0.5,0.4
0.285714285714286,0.428571428571429
0.555555555555556,0.333333333333333
0.7,0.1
0.3125,0.75
0,0
0.777777777777778,0.111111111111111
0.0892857142857143,0.821428571428571
0.4,0.4
0.0545454545454545,0.890909090909091
0.166666666666667,0.666666666666667
0.103448275862069,0.758620689655172
0.111111111111111,1
0.0909090909090909,0.727272727272727
0.238095238095238,0.666666666666667
0.666666666666667,0.166666666666667
0.545454545454545,0.0909090909090909
0.789473684210526,0.105263157894737
0.0666666666666667,0.866666666666667
0.444444444444444,0.222222222222222
0.25,0.583333333333333
0.6,0.3
0.666666666666667,0.145833333333333
0.0704225352112676,0.971830985915493
0.0526315789473684,0.789473684210526
0,0.947368421052632
0.818181818181818,0.0909090909090909
0,1
0.178571428571429,0.642857142857143
0.8,0.2
0,1
0,0.875
0.0263157894736842,1
0.142857142857143,1
0.833333333333333,0.0833333333333333
0.6,0.3
0.103448275862069,0.931034482758621
0.166666666666667,0.541666666666667
0.6,0.4
0,0.923076923076923
0.111111111111111,1
0.25,0.25
0.0588235294117647,0.867647058823529
0.6,0.1
0.466666666666667,0.4
0.5,0
0.0645161290322581,0.741935483870968
0.8,0.1
0.5,0
0.0285714285714286,0.828571428571429
0.0217391304347826,0.739130434782609
0.0638297872340425,1
0.0573770491803279,0.836065573770492
0.0833333333333333,0.916666666666667
0,0.769230769230769
0.117647058823529,0.580882352941177
0.0344827586206897,0.810344827586207
0.105263157894737,0.736842105263158
0.888888888888889,0
0.272727272727273,0.363636363636364
0.666666666666667,0.333333333333333
0.4,0.6
0.8,0
0.388888888888889,0.388888888888889
0.566666666666667,0.266666666666667
0.166666666666667,0.652777777777778
0.333333333333333,0.666666666666667
0,0.818181818181818
0.05,0.8
0.15,0.5
0.157894736842105,0.526315789473684
